Track Name,Artist,URL
Jumpman,Drake,https://open.spotify.com/track/27GmP9AWRs744SzKcpJsTZ
Alive,Sia,https://open.spotify.com/track/05cXQMJcrM9msUYu11mOrs
Diamonds Dancing,Drake,https://open.spotify.com/track/1sJU5QlgpMaORYwMi1DR9o
Lay It All On Me (feat. Ed Sheeran),Rudimental,https://open.spotify.com/track/0RAXbA0EGydtxACuuTlUrl
Magnets,Disclosure,https://open.spotify.com/track/0Hvos2Byg9RCfZQzCswB7c
Big Rings,Drake,https://open.spotify.com/track/31ZaSoek4y74F6HPhXylr8
Digital Dash,Drake,https://open.spotify.com/track/0GR7iJLhj80KD5LkA14ZRn
Live From The Gutter,Drake,https://open.spotify.com/track/2uTG00P1DkhB97pdITkl2O
Scholarships,Drake,https://open.spotify.com/track/0B5OTb36fzLayn6XQHg5A1
I'm The Plug,Drake,https://open.spotify.com/track/3nR43A2UqJAkYzbYfIHRGa
Plastic Bag,Drake,https://open.spotify.com/track/1h0VyjjtKqqvMNjW82JyyE
679 (feat. Monty),Fetty Wap,https://open.spotify.com/track/0w3Q3VFdrYzo24QUIGnBNy
Change Locations,Drake,https://open.spotify.com/track/35Nsvr22p4RsudZoH8kLdC
30 for 30 Freestyle,Drake,https://open.spotify.com/track/1DmnEYXa4WfbdhAPwNzgD8
Nocturnal,Disclosure,https://open.spotify.com/track/2ZbqLzPVJxwJ5KPVXb3KaL
Jersey,Future,https://open.spotify.com/track/2ACys0pX0SjmpQmQWzp7wt
Yellow,Robin Schulz,https://open.spotify.com/track/1nPTklfJwJBSKOkU23qzp0
Jumpman,Drake,https://open.spotify.com/track/46gjYTEK7W8ZTABcglGP2f
Digital Dash,Drake,https://open.spotify.com/track/3iZ8223bfKeY87iTdcRMtJ
Live From The Gutter,Drake,https://open.spotify.com/track/6SENBySbsV1rMUImLhqRZu
Magnets,Disclosure,https://open.spotify.com/track/6R10PONike5H8Iun7DNIC7
Scholarships,Drake,https://open.spotify.com/track/7jyDNWA876J5iY3YT2GAZD
679 (feat. Monty),Fetty Wap,https://open.spotify.com/track/1Eq1SFzyTIiOK21CQeUqxr
30 for 30 Freestyle,Drake,https://open.spotify.com/track/5pJnRLlzUcRxrtYgfdUwvg
Ex's & Oh's,Elle King,https://open.spotify.com/track/70eDxAyAraNTiD6lx2ZEnH
Sugar (feat. Francesco Yates),Robin Schulz,https://open.spotify.com/track/5tf1VVWniHgryyumXyJM7w
Trap Queen,Fetty Wap,https://open.spotify.com/track/2d8JP84HNLKhmd6IYOoupQ
Again,Fetty Wap,https://open.spotify.com/track/3ESSGgWzRf1xvP7G5hHMhB
Diamonds Dancing,Drake,https://open.spotify.com/track/2AGottAzfC8bHzF7kEJ3Wa
Writing's On The Wall,Sam Smith,https://open.spotify.com/track/4oWmroatZtMmlgc3havMrv
Big Rings,Drake,https://open.spotify.com/track/7jslhIiELQkgW9IHeYNOWE
My Way (feat. Monty),Fetty Wap,https://open.spotify.com/track/1WoOzgvz6CgH4pX6a1RKGp
RGF Island,Fetty Wap,https://open.spotify.com/track/1iuljeYz6ZG3GTJOZZkoer
Magnets,Disclosure,https://open.spotify.com/track/6UIt4r9bLP7dN7YZmsAa5h
Lay It All On Me (feat. Ed Sheeran),Rudimental,https://open.spotify.com/track/3853uIOwh2L9F8TkDd1F49
Headlights (feat. Ilsey),Robin Schulz,https://open.spotify.com/track/0tDC3KJPPu5eonGTtCURpq
I'm The Plug,Drake,https://open.spotify.com/track/6bqtKURdSWkInAJHDkuaL0
Plastic Bag,Drake,https://open.spotify.com/track/76kyKtPLsFbQkdQ86QrkF4
Change Locations,Drake,https://open.spotify.com/track/4gowy3WT6D1yhMLgRBlf9C
Nocturnal,Disclosure,https://open.spotify.com/track/5LeKQGydjyalQSpZ4NszNv
Zero,Chris Brown,https://open.spotify.com/track/0j4giTw6pwgbFEHwMm4VWe
Dessert,Dawin,https://open.spotify.com/track/1tYt8PbpbeTuqsNmprAZYY
Yellow,Robin Schulz,https://open.spotify.com/track/3cD2ynsSFxzAaDSYoH0nC1
Trap Queen,Fetty Wap,https://open.spotify.com/track/5iNRPN7oYQvdB9AmeSW6d3
Broken Arrows,Avicii,https://open.spotify.com/track/260jSxvzkFt71ksvkcy2ke
Victorious,Panic! At The Disco,https://open.spotify.com/track/6jMlxmzDVzsj3w7rEWgZDJ
Bohemian Rhapsody - Remastered 2011,Queen,https://open.spotify.com/track/1AhDOtG9vPSOmsWgNW0BEY
$ave Dat Money (feat. Fetty Wap & Rich Homie Quan),Lil Dicky,https://open.spotify.com/track/6AoYWCzsDls6c61Zp5qTuU
Cool for the Summer,Demi Lovato,https://open.spotify.com/track/3VgNbGJAVtbT1afQiRBTX4
Broken Arrows,Avicii,https://open.spotify.com/track/2e2M7k14Vfq6g2b4DfenkY
Talk To Myself,Avicii,https://open.spotify.com/track/0xfM3tIsjijqywX6pVHx9w
Gonna Love Ya,Avicii,https://open.spotify.com/track/0lgI8r8ao5d4cKym9kKQ6X
Hands Of Love,Miley Cyrus,https://open.spotify.com/track/1ML2r3gzmd9776dmnlGYlh
Ten More Days,Avicii,https://open.spotify.com/track/37aStseEdbd33KlmUlIHX6
True Believer,Avicii,https://open.spotify.com/track/2FHhcgCMbwxNulyHL2PZ2M
Me & The Rhythm,Selena Gomez,https://open.spotify.com/track/02c9RhJvvUOC8VfctjRtLa
Something Better,Audien,https://open.spotify.com/track/6fy2SxEFRlk1CIdlvKRP0m
Sunset Jesus,Avicii,https://open.spotify.com/track/0tmFHk3YWZcST0SZjViHhY
Never Forget You,Zara Larsson,https://open.spotify.com/track/6WLS56xiRrXjSm9RSdL3zD
Magnets,Disclosure,https://open.spotify.com/track/43Ei9NSyEjgFYXoKLISyz4
Por Fin Te Encontré,Cali Y El Dandee,https://open.spotify.com/track/3GpvoKKWZyTwgbLEM9RmWM
Love Me Like You,Little Mix,https://open.spotify.com/track/2fykwqa2RQzI6nBCwhTfqD
Gonna Love Ya,Avicii,https://open.spotify.com/track/6qSTehuwyF5gNPq7vWcmvu
Someone Like You,Adele,https://open.spotify.com/track/4kflIGfjdZJW4ot2ioixTB
Cake By The Ocean,DNCE,https://open.spotify.com/track/0Kahm7qIT3oUsRSc4NWWmh
Crash And Burn,Thomas Rhett,https://open.spotify.com/track/2Fk0WwAqTBesLtKg97nojy
7 Years,Lukas Graham,https://open.spotify.com/track/7129iqBafaphfc3WPCGC0L
Say Something,A Great Big World,https://open.spotify.com/track/6Vc5wAMmXdKIAM7WUoEb7N
The Scientist,Coldplay,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle
Waiting For Love,Avicii,https://open.spotify.com/track/6nsLzJfvp5OLd4mgqUJkpq
For A Better Day,Avicii,https://open.spotify.com/track/3c3XJ9P1BjOtmNXKvdVyHK
Broken Arrows,Avicii,https://open.spotify.com/track/2BVVmJQZv4fOPWavI9mkIj
Gonna Love Ya,Avicii,https://open.spotify.com/track/7br84ZQ7X2IGahwaC2FlZs
Pure Grinding,Avicii,https://open.spotify.com/track/3uiQ8zYvOqOO9uBfhXdiKB
Me & The Rhythm,Selena Gomez,https://open.spotify.com/track/20gHW52FjbgfhmxU1HzUWE
Lay It All On Me (feat. Ed Sheeran),Rudimental,https://open.spotify.com/track/33tC5va4jMyt2B5Z1varQh
Hey Ya! - Radio Mix / Club Mix,OutKast,https://open.spotify.com/track/5WQ1hIc5d2EVbRQ8qsj8Uh
Ignition (Remix),R. Kelly,https://open.spotify.com/track/3zSCNTXI7Ed0PiidZVmzIe
Love Me,The 1975,https://open.spotify.com/track/3LKRwbcHRS0yCzjMLMV0KB
Something In The Way You Move,Ellie Goulding,https://open.spotify.com/track/1zHW5fzog024qJa6K2U7KA
Hands To Myself,Selena Gomez,https://open.spotify.com/track/1LoriJC05IrHIDwj3q0KC1
Revival,Selena Gomez,https://open.spotify.com/track/0AeXI91DzAX4kpOQpaeBgQ
Sober,Selena Gomez,https://open.spotify.com/track/0oqRVOF13rrRiRjhOx9lZn
Kill Em With Kindness,Selena Gomez,https://open.spotify.com/track/03g1nnDvAGZRHHSwwz2oYU
Camouflage,Selena Gomez,https://open.spotify.com/track/08WfwhEhKBO0SBgHcl3sBh
Survivors,Selena Gomez,https://open.spotify.com/track/29lIrrBXnm5lndiIkrytF2
Book Of Love,Felix Jaehn,https://open.spotify.com/track/3t0h32ZYlUCXAn37IIIOaS
Roses,The Chainsmokers,https://open.spotify.com/track/3vv9phIu6Y1vX3jcqaGz5Z
I Took A Pill In Ibiza - Seeb Remix,Mike Posner,https://open.spotify.com/track/7vfWgVGiLgnGbInU5lvSQg
Sober,Selena Gomez,https://open.spotify.com/track/3Fb4cttE912XgIeD25rXRn
Hands To Myself,Selena Gomez,https://open.spotify.com/track/3CJvmtWw2bJsudbAC5uCQk
Something In The Way You Move,Ellie Goulding,https://open.spotify.com/track/2gEPVsX2PwgvlYbRuvRMDV
Revival,Selena Gomez,https://open.spotify.com/track/5NB5uPFcHGmwfluq9Sqn3j
Kill Em With Kindness,Selena Gomez,https://open.spotify.com/track/7KxhSJOYiqCDclXDBNlFSZ
Love Me,The 1975,https://open.spotify.com/track/5GbNhfhPM1se8BftcBCYxp
Hold Me Up,Conrad Sewell,https://open.spotify.com/track/6TNN9i2o484cOTck3KUARi
Wake Up,The Vamps,https://open.spotify.com/track/7wd6lD7cnUnMo1FtTSIpk9
100 (feat. Drake),The Game,https://open.spotify.com/track/1hZ13x9jzNpcSXd6hWtqsw
Locked Away,R. City,https://open.spotify.com/track/7x5xYW5W42OGPAdHUyyguy
Same Old Love,Selena Gomez,https://open.spotify.com/track/1BZG99C7Co1r6QUC3zaS59
Me & The Rhythm,Selena Gomez,https://open.spotify.com/track/7fBUnDgtSvYpYWuX4iAfns
Sober,Selena Gomez,https://open.spotify.com/track/3viZcRlE38APncWJ5VGM4q
Hands To Myself,Selena Gomez,https://open.spotify.com/track/7EZzirq5pGLjPALWr4lFeY
Kill Em With Kindness,Selena Gomez,https://open.spotify.com/track/1QNoKVgA758HFLu3TW2q7R
Revival,Selena Gomez,https://open.spotify.com/track/7oIGPzZ1TGlFbdG4nDI3uo
100 (feat. Drake),The Game,https://open.spotify.com/track/46MFlm7p0Vqd0eXmLtDlN4
The Fix,Nelly,https://open.spotify.com/track/33QRsLBBdWDYgCZfWEZqR6
Die A Happy Man,Thomas Rhett,https://open.spotify.com/track/5kNe7PE09d6Kvw5pAsx23n
My House,Flo Rida,https://open.spotify.com/track/6Knv6wdA0luoMUuuoYi2i1
Don't Stop Believin',Journey,https://open.spotify.com/track/4bHsxqR3GMrXTxEPLuK5ue
Perfect,One Direction,https://open.spotify.com/track/3DnzEB8Ffnp5sjnCbOugUX
Here,Alessia Cara,https://open.spotify.com/track/7IUF0dDdzguaFUwwA9BgDu
Gold Slugs,DJ Khaled,https://open.spotify.com/track/2fa6SJosRytOmG8bXFJzuL
Kingdom Come,Demi Lovato,https://open.spotify.com/track/0nOOhT34n0Yzu3dzxom3IY
I'm Up (feat. Kid Ink & French Montana),Omarion,https://open.spotify.com/track/1hlwA8qvXx0Bl6iYuDbIuD
Wasn't Expecting That,Jamie Lawson,https://open.spotify.com/track/7nm68uKwGwMqznlOSBxhps
Kiss Me,Olly Murs,https://open.spotify.com/track/7EVqRaBDwVWXQiJcMGgU0C
Vuelve,Juan Magán,https://open.spotify.com/track/6L9c3ZVRuOLtA9bROc8ykq
Cool for the Summer,Demi Lovato,https://open.spotify.com/track/6KCkoBnyzT2zw9i0xXZmXN
Confident,Demi Lovato,https://open.spotify.com/track/6WjmPTZKeDylStKmGHLcqQ
Electric Love,BØRNS,https://open.spotify.com/track/0BRbWiAn3TVprsotudFRvZ
Kingdom Come,Demi Lovato,https://open.spotify.com/track/7I4zJamsReVjDMmx8GkH5r
"Me, Myself & I",G-Eazy,https://open.spotify.com/track/0KMYgSe9JWHloFeEVBU6qq
Rolling in the Deep,Adele,https://open.spotify.com/track/1CkvWZme3pRgbzaxZnTl5X
Kamikaze,MØ,https://open.spotify.com/track/6TjP1C3sGQH1jBfzUXfcMg
Stone Cold,Demi Lovato,https://open.spotify.com/track/29iiePSWqijslJ0rAas3kB
One Last Time,Miriam Bryant,https://open.spotify.com/track/3SbfxTewupWyyhcjXZebGN
Cheerleader - Felix Jaehn Remix Radio Edit,OMI,https://open.spotify.com/track/7vFoFDWqTX0mHzLfrF1Cfy
Love Myself,Hailee Steinfeld,https://open.spotify.com/track/52izjvF7wwveRG1rDJsGWe
Hula Hoop,OMI,https://open.spotify.com/track/0wsXdby1T3PWLauIkGUZzg
Cool for the Summer,Demi Lovato,https://open.spotify.com/track/73Qlt0XuhuYzEigjitm2ze
Me & The Rhythm,Selena Gomez,https://open.spotify.com/track/4a32Q7bRtWDGSEMbyWKIlj
Believe,Mumford & Sons,https://open.spotify.com/track/4A57CXs3jAmyNTMAwWaV53
Take On Me,a-ha,https://open.spotify.com/track/2WfaOiMkCvy7F5fcp2zZ8L
Sussudio,Phil Collins,https://open.spotify.com/track/07zkNvtcmPOFlMOXbma13k
Home,One Direction,https://open.spotify.com/track/0uZzdkuzJEjFzaRR2HQ5mj
Wasn't Expecting That,Jamie Lawson,https://open.spotify.com/track/2a5VluIESm1JP4Qwvo02H8
Wonderwall,Oasis,https://open.spotify.com/track/7JrUo70YjhU4S7flcJtK0k
Sorry,Justin Bieber,https://open.spotify.com/track/2GpHJb7xGNBaIDTrBxjIu6
Same Old Love,Selena Gomez,https://open.spotify.com/track/6ZANrVuAMp2rpjhfbOuJly
Lost And Found,Ellie Goulding,https://open.spotify.com/track/2tZEmLWeG8kXBeiASbXc2n
Permanent Vacation,5 Seconds of Summer,https://open.spotify.com/track/2eP80fCsRGHN6qKMXSKv9f
Hey Everybody!,5 Seconds of Summer,https://open.spotify.com/track/7lOywBKyDmoZk3ZsLR1VPU
Waste The Night,5 Seconds of Summer,https://open.spotify.com/track/01FQtSLmknXTvb6kydlUgU
Emperor's New Clothes,Panic! At The Disco,https://open.spotify.com/track/2Pv7zg9cBPZvZuOrusG4bw
Broken Home,5 Seconds of Summer,https://open.spotify.com/track/1lv2NoHwKW1vqlWnKAI3pW
Ocean Drive,Duke Dumont,https://open.spotify.com/track/0k93MXOj0kSXo84SvSDeUz
Castaway,5 Seconds of Summer,https://open.spotify.com/track/0rtKZMkVY0HlweeSkkWJB1
Safety Pin,5 Seconds of Summer,https://open.spotify.com/track/2ugMlgAemYpu5DKmMxoRZw
Jet Black Heart,5 Seconds of Summer,https://open.spotify.com/track/2jIqJpQbrMHPLE4EUFgFr0
Set Fire to the Rain,Adele,https://open.spotify.com/track/3CKCZ9pfwAfoMZlMncA1Nc
Hello,Adele,https://open.spotify.com/track/0ENSn4fwAbCGeFGVUbXEU3
Make You Feel My Love,Adele,https://open.spotify.com/track/7rPLZ8Krm6CZIbraFUlnWZ
Broken Home,5 Seconds of Summer,https://open.spotify.com/track/6f5MGyg0nj780hYYIvBXzs
Turn The Music Louder (Rumble),KDA,https://open.spotify.com/track/0snUP8dDrVnETFofbVaKFT
Ett sista glas,Miriam Bryant,https://open.spotify.com/track/16OIrRrUK67v2C2rgyb0pv
Castaway,5 Seconds of Summer,https://open.spotify.com/track/5ZtJFLRnEdT3eJYiRK0e2u
Catch Fire,5 Seconds of Summer,https://open.spotify.com/track/7A1RLzawI79WFdGWFD8fQb
Don't,Bryson Tiller,https://open.spotify.com/track/3pXF1nA74528Edde4of9CC
Turning Tables,Adele,https://open.spotify.com/track/5O6yk6U8L3rTbFsIwuqe8H
Hey Everybody!,5 Seconds of Summer,https://open.spotify.com/track/37Ifa5Xaq13tyaevyZZa7M
She's Kinda Hot,5 Seconds of Summer,https://open.spotify.com/track/2G2EVFuJDHIkxilPBeXnDp
Lost And Found,Ellie Goulding,https://open.spotify.com/track/7kD0Y5jtaX8zIsYHyxRNKW
Chasing Pavements,Adele,https://open.spotify.com/track/59tg0OPhiHlbsVZ9GFqUk5
Feelings,Maroon 5,https://open.spotify.com/track/5dLyEnwjKILNHjHcasLwmx
Gold Slugs,DJ Khaled,https://open.spotify.com/track/3NMNNcNGnNz7bBSCinr5hv
Electric Love,BØRNS,https://open.spotify.com/track/2GiJYvgVaD2HtM8GqD9EgQ
All My Friends,Snakehips,https://open.spotify.com/track/6TaqooOXAEcijL6G1AWS2K
Desire,Years & Years,https://open.spotify.com/track/1oTPwGPqIRkJeTYAMmXF2W
Hey Everybody!,5 Seconds of Summer,https://open.spotify.com/track/3ylFvJfARlPKxGWAJv6Bvf
Home To Mama,Justin Bieber,https://open.spotify.com/track/4HZujMI13c3T4oaYyqyjcE
Focus,Ariana Grande,https://open.spotify.com/track/1cdzfFjEbUbgTm5nv3FgXR
Angels (feat. Saba),Chance The Rapper,https://open.spotify.com/track/5TmgLf3eXrAAfNIk5bURJL
Touch,Pia Mia,https://open.spotify.com/track/26nqNagc6dINfNM2ZKmoa0
Thriller,Michael Jackson,https://open.spotify.com/track/3S2R0EVwBSAVMd5UMgKTL0
Flesh Without Blood,Grimes,https://open.spotify.com/track/2lu928pDKDPkCPKMXE6OHW
Ghostbusters,"Ray Parker, Jr.",https://open.spotify.com/track/300zfRaCgTmEm5Eqe3HqZZ
Superstition - Single Version,Stevie Wonder,https://open.spotify.com/track/300RfAPZ57B0y6YYj9n6DN
This Is Halloween,Disney Characters,https://open.spotify.com/track/63y2aL2dT6zzw8FOSLaNrp
The Monster,Eminem,https://open.spotify.com/track/5U8hKxSaDXB8cVeLFQjvwx
Monster Mash,"Bobby ""Boris"" Pickett",https://open.spotify.com/track/0xxZY5C9xxij3D1HkzbnfC
The Hills - Remix,The Weeknd,https://open.spotify.com/track/7iTloMifzZo9ZNZKEe4V2V
Thriller - Single Version,Michael Jackson,https://open.spotify.com/track/20efeySIfZoiSaISGLBbNs
Borro Cassette,Maluma,https://open.spotify.com/track/2ocDZVhBiGCaaZRNW3fmSd
Vuelve,Juan Magán,https://open.spotify.com/track/1mNJT19BzMjOoUrxSUp0xi
+1 - Radio Edit,Martin Solveig,https://open.spotify.com/track/0LOx1VdHtAL8dl49kQik4i
Avenir - Radio Edit,Louane,https://open.spotify.com/track/7xBWOrE5vHJi9fdfcXIy9Z
Focus,Ariana Grande,https://open.spotify.com/track/3IyeQMpMEqNcEvFQGJ2eps
I'll Show You,Justin Bieber,https://open.spotify.com/track/048thBsGA2IfiubeNWC0v2
Break Up In A Small Town,Sam Hunt,https://open.spotify.com/track/7aftSOGSOpSoIlVAQVBb71
Feelings,Maroon 5,https://open.spotify.com/track/2dyyOwe0KxTZTJjjXDeLmU
Borro Cassette,Maluma,https://open.spotify.com/track/6DUdDIRgLqCGq1DwkNWQTN
Bang My Head (feat. Sia & Fetty Wap),David Guetta,https://open.spotify.com/track/0QQG0RovnsfKUdHJIsJ39f
Tennessee Whiskey,Chris Stapleton,https://open.spotify.com/track/3fqwjXwUGN6vbzIwvyFMhx
Traveller,Chris Stapleton,https://open.spotify.com/track/178OI1A3qjROeFeh8lmNwW
Adventure Of A Lifetime,Coldplay,https://open.spotify.com/track/4MFCXniy7I8tj0GXtf3wgC
History,One Direction,https://open.spotify.com/track/1Fp6l6zY6qrBg7NuvYgp8n
Bird Set Free,Sia,https://open.spotify.com/track/5ocP1cIe1dOc9A0q1MDNl2
Drowning Shadows,Sam Smith,https://open.spotify.com/track/3JNDJyuF7JFfGnfS1gyMft
Army,Ellie Goulding,https://open.spotify.com/track/19HURubNqIbV3VKqLcQp4y
Holding On For Life,Ellie Goulding,https://open.spotify.com/track/0ADbpLjI7jngmuTyhdwl8D
Gold,Kiiara,https://open.spotify.com/track/6WhzFzROw3aq3rPWjgYlxr
Saved (feat. E-40),Ty Dolla $ign,https://open.spotify.com/track/1omIb7BrAk7qwRrCSHJTc5
Hit the Quan - Original Version,iLoveMemphis,https://open.spotify.com/track/4OjuzM3rTWp3q60mEldNSF
On My Mind,Ellie Goulding,https://open.spotify.com/track/5a7NdkF09AfD0H607eiOkX
End of the Day,One Direction,https://open.spotify.com/track/07bky96LlghaYmiKPYTY3h
"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,https://open.spotify.com/track/3zHq9ouUJQFQRf3cm1rRLu
Love Yourself,Justin Bieber,https://open.spotify.com/track/4qug3gWrzeTNm0GhOkugJV
Black Magic,Little Mix,https://open.spotify.com/track/5y6pj7OeBFF0CVgZKhRbOG
Love Me Like You,Little Mix,https://open.spotify.com/track/0fIOacVe000P5pNhaKQlQw
Something In The Way You Move,Ellie Goulding,https://open.spotify.com/track/6Wytqpe4mfmyeT8s1xbczG
The Hills - Remix,The Weeknd,https://open.spotify.com/track/1jTQ10igsDvLBp8CVo9Dbh
Drowning Shadows,Sam Smith,https://open.spotify.com/track/4dtU73n96G2Qutw4rJ7cOc
Love You Goodbye,One Direction,https://open.spotify.com/track/1ZWLWVqeEMWMKTlteS0yLH
Sorry - Latino Remix,Justin Bieber,https://open.spotify.com/track/0XXLwO7YHHTAK3OJkWQ37b
Army,Ellie Goulding,https://open.spotify.com/track/1PzKBUHhyD035EQM9GNMfV
What a Feeling,One Direction,https://open.spotify.com/track/0iSWAT0EL8TwmzcgBjKMh6
Light It Up (feat. Nyla & Fuse ODG) - Remix,Major Lazer,https://open.spotify.com/track/4kCmfCnNjca59NowllKhzV
Love Yourself,Justin Bieber,https://open.spotify.com/track/5KFcz1OYNXyDX7HzSIsNdk
Mark My Words,Justin Bieber,https://open.spotify.com/track/1iT8XvxyI4UQqAiPqSx9lP
The Feeling,Justin Bieber,https://open.spotify.com/track/1gJt0OFStLJUwrD4rmouIR
Company,Justin Bieber,https://open.spotify.com/track/09mhA1SJjMHniZPF4Hcihn
Purpose,Justin Bieber,https://open.spotify.com/track/1DaHV6z0fhWXSnn7UFNgpq
Life Is Worth Living,Justin Bieber,https://open.spotify.com/track/150xRZE9rtvEPdedbf3y3l
If I Could Fly,One Direction,https://open.spotify.com/track/5CRVwXGikmqzoRO6q7FeAg
Been You,Justin Bieber,https://open.spotify.com/track/3mIf8Zk2cy7ITwvvNkC0l2
A.M.,One Direction,https://open.spotify.com/track/5omYVLodGmaxnhua99xIE8
Temporary Fix,One Direction,https://open.spotify.com/track/2Xcvt8NRLw0xbB3ClfW8MI
Get Used To It,Justin Bieber,https://open.spotify.com/track/1T3iEhgmmfzLOs6sZzBlNU
We Are,Justin Bieber,https://open.spotify.com/track/1m6FkAtWVloxIRHKl7pBDP
What Do You Mean? - Acoustic,Justin Bieber,https://open.spotify.com/track/0JLiCAJsAULoQtijy6XMqn
Long Way Down,One Direction,https://open.spotify.com/track/2UFOh8iMQ2DON7sl3lqGJH
Trust,Justin Bieber,https://open.spotify.com/track/00IH8ZjI9ZGB51WRX1Oesj
Walking in the Wind,One Direction,https://open.spotify.com/track/1ZycJRpLOazlLcoFGxGROO
Wolves,One Direction,https://open.spotify.com/track/4hJfmMjy3wFIOknfYwhouY
WTF (Where They From) [feat. Pharrell Williams],Missy Elliott,https://open.spotify.com/track/7IAa7vUJ11STN7le8XaxsH
YOUTH,Troye Sivan,https://open.spotify.com/track/3nRmuCfXdEDIPGX7pXBtto
Love You Goodbye,One Direction,https://open.spotify.com/track/4aBvNdk441AYYJ1BRgDkrH
What a Feeling,One Direction,https://open.spotify.com/track/3VdJ3at38FXnoQX6yyuDJc
Imagine - 2010 - Remaster,John Lennon,https://open.spotify.com/track/7pKfPomDEeI4TPT6EOYjn9
Blasé (feat. Future & Rae Sremmurd),Ty Dolla $ign,https://open.spotify.com/track/3nW6HqoWdzpdz2oAzkHEoV
Love Yourself,Justin Bieber,https://open.spotify.com/track/3hB5DgAiMAQ4DzYbsMq1IT
The Feeling,Justin Bieber,https://open.spotify.com/track/7vldwy3gdhmPRKWSCi8H61
Mark My Words,Justin Bieber,https://open.spotify.com/track/5JcxAgRw2S3hb67AA8Vk13
No Pressure,Justin Bieber,https://open.spotify.com/track/10SDxx0CFWGqgVVBeX22TP
Purpose,Justin Bieber,https://open.spotify.com/track/3jHCXrZNz8fQEEf4BpWCAj
No Sense,Justin Bieber,https://open.spotify.com/track/6f1nXh4PrmOhgTzBui72L6
Children,Justin Bieber,https://open.spotify.com/track/6O8I0ffpEtyMQmMYo0bj4N
Olivia,One Direction,https://open.spotify.com/track/5dONhl6aXFuN86UBdayF6W
What Do You Mean? - Acoustic,Justin Bieber,https://open.spotify.com/track/5bldrrpdHrTeaWNT1Kp5xs
Never Enough,One Direction,https://open.spotify.com/track/7rdP71W8x4UbJ0KAKBACbo
We Are,Justin Bieber,https://open.spotify.com/track/7isWH8NT7djPZw5HWlbiun
I Want to Write You a Song,One Direction,https://open.spotify.com/track/608R6FvRtAqf2dvgKMzebP
Trust,Justin Bieber,https://open.spotify.com/track/7DzeaRovylET6SbdmVe5In
Hey Angel,One Direction,https://open.spotify.com/track/4fLTtg48X0QtKrj0Jv8I3v
All In It,Justin Bieber,https://open.spotify.com/track/425D5agfu2gtVTp0v5az8V
In2,WSTRN,https://open.spotify.com/track/1hu2dRGo6kxbvc7NuNGD4v
Sorry,Justin Bieber,https://open.spotify.com/track/69bp2EbF7Q2rqc5N3ylezZ
What Do You Mean?,Justin Bieber,https://open.spotify.com/track/3pzjHKrQSvXGHQ98dx18HI
I'll Show You,Justin Bieber,https://open.spotify.com/track/747eWJy8c3u09N30NSqSTp
Perfect,One Direction,https://open.spotify.com/track/3NLnwwAQbbFKcEcV8hDItk
The Feeling,Justin Bieber,https://open.spotify.com/track/7E390nZTMqEbrNC1TmHd42
Drag Me Down,One Direction,https://open.spotify.com/track/2K87XMYnUMqLcX3zvtAF4G
No Pressure,Justin Bieber,https://open.spotify.com/track/23UV8pJEvRnAZd6ZAXBC0H
No Sense,Justin Bieber,https://open.spotify.com/track/5L9WFUodzACitS1TiGm7Mi
End of the Day,One Direction,https://open.spotify.com/track/5AezhHjX3R1bmxcAEgrFpS
Here,Alessia Cara,https://open.spotify.com/track/1wYZZtamWTQAoj8B812uKQ
History,One Direction,https://open.spotify.com/track/0HMjXBAZmSYOTTi33WpMso
Get Used To It,Justin Bieber,https://open.spotify.com/track/4AMnUGvZUVJgDuY7rOPzUZ
Infinity,One Direction,https://open.spotify.com/track/6N5xh0tYYLTQRiCCaNbAUt
All In It,Justin Bieber,https://open.spotify.com/track/4kP50JQmyFrl9pLSmnFPZr
Saved (feat. E-40),Ty Dolla $ign,https://open.spotify.com/track/5UPNBWFU2TEf9kauIITfBs
I Know What You Did Last Summer,Shawn Mendes,https://open.spotify.com/track/7crplFzt7spG80NCbpmuCp
Cheerleader - Felix Jaehn vs Salaam Remi Remix,OMI,https://open.spotify.com/track/73mE3nfR4jSuJMGHmcGOlp
Sax,Fleur East,https://open.spotify.com/track/20dJUFrfY0TBZ7HHhJgjsg
I Know What You Did Last Summer,Shawn Mendes,https://open.spotify.com/track/1tIUfYWKAeMEeQqL6venu0
Te Busco,Cosculluela,https://open.spotify.com/track/2M2WWJE863upPYUrzCRjN6
All I Want For Christmas Is You - Original Version,Mariah Carey,https://open.spotify.com/track/5KdPyhcsQ5PvkvPBq6lLti
Exchange,Bryson Tiller,https://open.spotify.com/track/43PuMrRfbyyuz4QpZ3oAwN
Drifting,G-Eazy,https://open.spotify.com/track/4zRdmcE23a3LTVBTH1TtlP
Bang My Head (feat. Sia & Fetty Wap),David Guetta,https://open.spotify.com/track/53Y0kdCa1CZ9gRqEuknfwy
Take Me Home,Jess Glynne,https://open.spotify.com/track/6oO10y1h2VyxJQfomG4CtH
Everglow,Coldplay,https://open.spotify.com/track/6HwPEeSVENUIxHtS0Omp1O
Fine By Me,Chris Brown,https://open.spotify.com/track/63Kd1PdGiJk3RYgZAenL80
