"url","image","image_alt","image_link","position","track_name","artist_name","streams"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/a72aba8093f9c34ee65f69dda5d8b94c0e8e217a","","https://open.spotify.com/track/5TqBAOIBe0bQA0spNdcG3k","56","For Free","by DJ Khaled","286,856"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/cc4a51abdc2322a82ae81c55d83a35808b4350b1","","https://open.spotify.com/track/1sSNWjLtY4GwyhqAwAnPD9","57","Sit Still, Look Pretty","by Daya","282,882"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/a5435bb3ab4fabe43bc7f7ce46a6c23aa30d8eae","","https://open.spotify.com/track/27GmP9AWRs744SzKcpJsTZ","58","Jumpman","by Drake","281,316"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/4c9fcc4c6f9408a4111f963143d8d13fb58df2b3","","https://open.spotify.com/track/4KW1lqgSr8TKrvBII0Brf8","59","Father Stretch My Hands Pt. 1","by Kanye West","280,758"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/50c03cd3e89bde34bb8bc8268e751c767de31c26","","https://open.spotify.com/track/2ANLarE8yHVsLWW21nj79M","60","You Was Right","by Lil Uzi Vert","280,398"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/a70c716121a3ae730a2d6aa52262898972f6d49c","","https://open.spotify.com/track/2H4PYDafEuMvHqbkErc0vE","61","Come First","by Terror Jr","277,167"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/42d1931764bb2112d9f4639c0cb6d6b56770a1e5","","https://open.spotify.com/track/0ckCyt1ghA2YpcLRm1q68s","62","In My Mind","by Maty Noyes","272,610"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/ebb10082e4794a4d84cbf6a4df027fdc4187dd77","","https://open.spotify.com/track/0OwX5aROoW1Iip8FV51Efg","63","Alarm","by Anne-Marie","271,004"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/7afb855c28a2c8ad5ed9d51460736f4022e60bbf","","https://open.spotify.com/track/4BHzQ9C00ceJxfG16AlNWb","64","Send My Love (To Your New Lover)","by Adele","270,798"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/4b54e7a33f2ab8227d3f99788f5de50a64333989","","https://open.spotify.com/track/60lwJa695S26FsYbhCVFVa","65","Hurts So Good","by Astrid S","268,321"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/12e45f1d0d5daef82e4acb26662319c2ae52ff74","","https://open.spotify.com/track/40yJGQyEaBbIkXpwMFkXip","66","One Night","by Lil Yachty","266,122"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/7f143f49de9521bc762c68cd29ff251f94244c28","","https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn","67","Stressed Out","by Twenty One Pilots","262,641"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/65234ee4a5155e1e9848d73c9a5d4167640c5442","","https://open.spotify.com/track/6JV2JOEocMgcZxYSZelKcc","68","CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")","by Justin Timberlake","257,180"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/df67f792728252d5a9d7a99c8f090f8d6b83bcbb","","https://open.spotify.com/track/27SdWb2rFzO6GWiYDBTD9j","69","Cheap Thrills","by Sia","250,080"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/5e25601c4443d2953568636bdfa0c951bc2bff76","","https://open.spotify.com/track/7xrA11O07xo57Bbg6p4hck","70","Body Say","by Demi Lovato","246,458"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/249a7d65e7417a7e4de4f8f2c416c4963a4e0ff1","","https://open.spotify.com/track/5ArQzSBevAdXTxRY6Ulhbq","71","Mama Said","by Lukas Graham","244,271"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/53d306c042b3737d197158956f74b6e58c7dafee","","https://open.spotify.com/track/4tCtwWceOPWzenK2HAIJSb","72","Work from Home","by Fifth Harmony","243,854"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/61a990b59f8eaabc846b201defb0121bb92963eb","","https://open.spotify.com/track/04mf1OkXHZ6TPBNM9sBcSm","73","Famous","by Kanye West","241,523"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/cdae307053d659a38434177323ea03902ac8b0dc","","https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8","74","No Role Modelz","by J. Cole","240,877"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/852b16d65728436e57b130614faa919ffd6efad1","","https://open.spotify.com/track/3pXF1nA74528Edde4of9CC","75","Don't","by Bryson Tiller","238,827"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/0d966b566f58e088be775f83ce20a53f6fab6af9","","https://open.spotify.com/track/6j0teRL3WdExzqmy334sh5","76","Seven Million (feat. Future)","by Lil Uzi Vert","235,044"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/727b6bf5e9e45c3e39f413c3acf94fc45408a545","","https://open.spotify.com/track/3vv9phIu6Y1vX3jcqaGz5Z","77","Roses","by The Chainsmokers","233,722"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/465adefaa0e2d00c571a662d5275767ae6499cbe","","https://open.spotify.com/track/1wZqJM5FGDEl3FjHDxDyQd","78","Come and See Me (feat. Drake)","by PARTYNEXTDOOR","226,935"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/4c9fcc4c6f9408a4111f963143d8d13fb58df2b3","","https://open.spotify.com/track/3cCxoOgfi6hgt8MNteuiiD","79","Fade","by Kanye West","226,350"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/3cb3c7581e23910707e149d27f293728ed421372","","https://open.spotify.com/track/14WWzenpaEgQZlqPq2nk4v","80","Work","by Rihanna","225,132"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/97fe1b4179c5990974862ab483d18e2509a80474","","https://open.spotify.com/track/1MtUq6Wp1eQ8PC6BbPCj8P","81","I Took A Pill In Ibiza - Seeb Remix","by Mike Posner","224,901"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/bc9bb9dde070dd17cad3c2b72e853048a43cf9a0","","https://open.spotify.com/track/6cREm4bV7V79Yxdilx9HDo","82","Once In a While","by Timeflies","219,860"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/260c2e74e67a15cf61ac72f8264cc6caec5f7a66","","https://open.spotify.com/track/0k9RIzZtAo4DTQu0ZM6lNZ","83","Childs Play","by Drake","219,279"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/f89a2ed742df13e76e005ca520f5f2bc558514fe","","https://open.spotify.com/track/40YcuQysJ0KlGQTeGUosTC","84","Me, Myself & I","by G-Eazy","218,712"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/3557e0d4bdd8a01de2ab6da45dd6e470878e840d","","https://open.spotify.com/track/25khomWgBVamSdKw7hzm3l","85","The Hills","by The Weeknd","211,942"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/b409c7b4dabf8bf57b0e7b35d0f1fe0db215ef61","","https://open.spotify.com/track/638fKB27P7UAmu3Aq0vEJ3","86","Still Falling For You - From ""Bridget Jones's Baby"" Original Motion Picture Soundtrack","by Ellie Goulding","211,745"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/9aaa86f881ec3a7b76de477fd8bbc5f97faa333a","","https://open.spotify.com/track/7kUtJKGZzLNgIkq1Galkt0","87","Wherever I Go","by OneRepublic","209,836"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/852b16d65728436e57b130614faa919ffd6efad1","","https://open.spotify.com/track/43PuMrRfbyyuz4QpZ3oAwN","88","Exchange","by Bryson Tiller","209,781"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/9ff3ad5075150b85a96200d6fbd0284f115ecdc7","","https://open.spotify.com/track/0Di26AbdtizzHkFstPyt7A","89","No Shopping","by French Montana","200,033"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/f9f7089f2c94487175fcbc5f883fcd2c5037c9cd","","https://open.spotify.com/track/6JyuJFedEvPmdWQW0PkbGJ","90","Purple Lamborghini (with Rick Ross)","by Skrillex","193,191"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/3cc13a8c1fc2fb71a178d2ad7e6e812b27ac913f","","https://open.spotify.com/track/2FBUoWkIuQXwayw2RNo5l6","91","Hotline Bling","by Drake","192,615"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/4fe42072841796050ed2e7c73b52766217340f25","","https://open.spotify.com/track/7bTwYGhBdSQ8vuXc76Xint","92","Ophelia","by The Lumineers","191,826"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/2772096a1e62bb0e92ffa8855b00f931f87344c9","","https://open.spotify.com/track/19W5OTEcQI3ZoRW1HERMyy","93","Cancer","by Twenty One Pilots","191,641"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/2f5c67e417f37eafbde0b7c54dfbf701075050ec","","https://open.spotify.com/track/0PJIbOdMs3bd5AT8liULMQ","94","oui","by Jeremih","190,813"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/0e5415ebdb2045b7f53b936e8be3d3ae42a80b38","","https://open.spotify.com/track/3gATNBVu8d7oWs9WijPDjD","95","Pink + White","by Frank Ocean","190,677"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/0d966b566f58e088be775f83ce20a53f6fab6af9","","https://open.spotify.com/track/4uhvMW7ly7tJil31YYscAN","96","Erase Your Social","by Lil Uzi Vert","190,358"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/f1794e1f511aa5cb6d5735bdcdd71c33ca312f60","","https://open.spotify.com/track/27PmvZoffODNFW2p7ehZTQ","97","Don't Mind","by Kent Jones","188,427"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/0e5415ebdb2045b7f53b936e8be3d3ae42a80b38","","https://open.spotify.com/track/1ZyjmRCQy5J11z5gqywVvP","98","Nikes","by Frank Ocean","188,083"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/17f13641ac5bbb9a1539ad7c879f58727d5aa454","","https://open.spotify.com/track/6KI1ZpZWYAJLvmVhCJz65G","99","You Don't Own Me","by Grace","188,000"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/4c9fcc4c6f9408a4111f963143d8d13fb58df2b3","","https://open.spotify.com/track/4HKGV55ULdn3RLaKLsc2Ju","100","Waves","by Kanye West","186,961"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/5c0b48d70724bc6422586b52b3cc4f7b1e87a5cb","","https://open.spotify.com/track/10I3CmmwT0BkOVhduDy53o","101","Really Really","by Kevin Gates","186,305"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/249a7d65e7417a7e4de4f8f2c416c4963a4e0ff1","","https://open.spotify.com/track/5kqIPrATaCc2LqxVWzQGbk","102","7 Years","by Lukas Graham","186,162"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/3009bcf0a1e1281a1d2fe2d45e4b5b564e353e5d","","https://open.spotify.com/track/7lGKEWMXVWWTt3X71Bv44I","103","Unsteady","by X Ambassadors","182,108"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/4853a0aee1966fa0335fa048175529dc9a6f2fdd","","https://open.spotify.com/track/3aWhZ1zeqy1kdjXiyMh22T","104","What They Want","by Russ","181,310"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/5a59e7d85a660182c57500b6dddd953e7ab9b755","","https://open.spotify.com/track/39hnH8WdPmNT3Q3yzwC9Rg","105","Why You Always Hatin?","by YG","180,194"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/e4d610942f5bbd6d965a95527655eba92b15fbac","","https://open.spotify.com/track/2Xp9NoDd3kUvEKKjvdRq3D","106","Patience","by Shawn Mendes","179,430"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/0273528fb5036f6573d4765f74f08e5c5ac1fe92","","https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2","107","goosebumps","by Travis Scott","179,239"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/c9dfbe6534c54999427d76cce13b4638d9d77590","","https://open.spotify.com/track/13HVjjWUZFaWilh2QUJKsP","108","Let It Go","by James Bay","177,075"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/0e5415ebdb2045b7f53b936e8be3d3ae42a80b38","","https://open.spotify.com/track/6YJZMNLwxl7am5XZEr7eqY","109","Ivy","by Frank Ocean","176,530"
"https://spotifycharts.com/regional/us/daily/2016-09-26","https://i.scdn.co/image/1d623819c7732e8903d81cbb73872fdd42996ba1","","https://open.spotify.com/track/69r7LebTGOlEXXmV6BaSuU","110","Devastated","by Joey Bada$$","176,032"
