,<!doctype html>,"Position,""Track Name"",Artist,Streams,URL",code,date
0,,"1,""What Do You Mean?"",""Justin Bieber"",3614,https://open.spotify.com/track/1ds2QsfhAAfRiaFMGDzrdb",lt,2015-09-01
1,,"2,""How Deep Is Your Love"",""Calvin Harris"",3365,https://open.spotify.com/track/22mek4IiqubGD9ctzxc69s",lt,2015-09-01
2,,"3,""Sugar (feat. Francesco Yates)"",""Robin Schulz"",2965,https://open.spotify.com/track/3NFuE3uDOr6QUw9UZ9HzKo",lt,2015-09-01
3,,"4,""Can't Feel My Face"",""The Weeknd"",2876,https://open.spotify.com/track/6RsWqX8zABZLhZydXxEFOm",lt,2015-09-01
4,,"5,""Lean On (feat. MØ & DJ Snake)"",""Major Lazer"",2397,https://open.spotify.com/track/4WjH9Bzt3kx7z8kl0awxh4",lt,2015-09-01
5,,"6,""Drag Me Down"",""One Direction"",2084,https://open.spotify.com/track/70OTIpw8x8UXUsuCHW9i1i",lt,2015-09-01
6,,"7,""Good For You"",""Selena Gomez"",2034,https://open.spotify.com/track/6kBp8w67thoYqTUOQVSGFg",lt,2015-09-01
7,,"8,""Cool for the Summer"",""Demi Lovato"",1828,https://open.spotify.com/track/1KK0j3djUgx5tuOMwesdAT",lt,2015-09-01
8,,"9,""Ain't Nobody (Loves Me Better)"",""Felix Jaehn"",1691,https://open.spotify.com/track/5afHIkEcVhCF1Z1CTqMUXB",lt,2015-09-01
9,,"10,""The Hills"",""The Weeknd"",1677,https://open.spotify.com/track/25khomWgBVamSdKw7hzm3l",lt,2015-09-01
10,,"11,""Omen - Radio Edit"",Disclosure,1672,https://open.spotify.com/track/3jEPu6FD1icy9cLllhB2XK",lt,2015-09-01
11,,"12,""Locked Away"",""R. City"",1668,https://open.spotify.com/track/0sQLhT32E9ZG2zn5iYR6nN",lt,2015-09-01
12,,"13,""Cheerleader - Felix Jaehn Remix Radio Edit"",OMI,1607,https://open.spotify.com/track/4fTHdMTq0Znl3djLI1Typn",lt,2015-09-01
13,,"14,""Reality - Radio Edit"",""Lost Frequencies"",1555,https://open.spotify.com/track/5kZRoc6Gz7u5eu4a0YM2LS",lt,2015-09-01
14,,"15,""Where Are Ü Now (with Justin Bieber)"",""Jack Ü"",1505,https://open.spotify.com/track/66hayvUbTotekKU3H4ta1f",lt,2015-09-01
15,,"16,""I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)"",""Flo Rida"",1487,https://open.spotify.com/track/2S5LNtRVRPbXk01yRQ14sZ",lt,2015-09-01
16,,"17,""Waiting For Love"",Avicii,1338,https://open.spotify.com/track/5eCgNATwXgRc4mZx9NymGJ",lt,2015-09-01
17,,"18,""For A Better Day"",Avicii,1318,https://open.spotify.com/track/2u5B53qh8UGDnPcdJATcDl",lt,2015-09-01
18,,"19,""Ghost Town"",""Adam Lambert"",1315,https://open.spotify.com/track/44aN5xKL3kGHvQ5bXVk6B8",lt,2015-09-01
19,,"20,""Coming Over (feat. James Hersey)"",""Dillon Francis"",1310,https://open.spotify.com/track/6m3ZWIXhjoV76syT1j2oE9",lt,2015-09-01
20,,"21,""Marvin Gaye (feat. Meghan Trainor)"",""Charlie Puth"",1309,https://open.spotify.com/track/6ukMqDxnOPOgoHdak7Kyp3",lt,2015-09-01
21,,"22,Photograph,""Ed Sheeran"",1298,https://open.spotify.com/track/1HNkqx9Ahdgi1Ixy2xkKkL",lt,2015-09-01
22,,"23,""Stole the Show"",Kygo,1172,https://open.spotify.com/track/4iZPNYqzI2L0uwuUKun7Aa",lt,2015-09-01
23,,"24,""Shut Up and Dance"",""WALK THE MOON"",1146,https://open.spotify.com/track/4kbj5MwxO1bq9wjT5g9HaA",lt,2015-09-01
24,,"25,""Are You with Me - Radio Edit"",""Lost Frequencies"",1088,https://open.spotify.com/track/477daPpd3DnneaHhvjM35l",lt,2015-09-01
25,,"26,""Want to Want Me"",""Jason Derulo"",1085,https://open.spotify.com/track/7oGZAicScQt96OAW4AruYy",lt,2015-09-01
26,,"27,""Black Magic"",""Little Mix"",1085,https://open.spotify.com/track/33NHr7lu7tCMjK05jUj1v0",lt,2015-09-01
27,,"28,""Worth It"",""Fifth Harmony"",1039,https://open.spotify.com/track/41Fflg7qHiVOD6dEPvsCzO",lt,2015-09-01
28,,"29,""Hotline Bling"",Drake,1032,https://open.spotify.com/track/6nmz4imkDcmtwMjocAzFSx",lt,2015-09-01
0,,"1,""What Do You Mean?"",""Justin Bieber"",3459,https://open.spotify.com/track/1ds2QsfhAAfRiaFMGDzrdb",lt,2015-09-02
1,,"2,""How Deep Is Your Love"",""Calvin Harris"",3162,https://open.spotify.com/track/22mek4IiqubGD9ctzxc69s",lt,2015-09-02
2,,"3,""Can't Feel My Face"",""The Weeknd"",2847,https://open.spotify.com/track/6RsWqX8zABZLhZydXxEFOm",lt,2015-09-02
3,,"4,""Sugar (feat. Francesco Yates)"",""Robin Schulz"",2672,https://open.spotify.com/track/3NFuE3uDOr6QUw9UZ9HzKo",lt,2015-09-02
4,,"5,""Lean On (feat. MØ & DJ Snake)"",""Major Lazer"",2486,https://open.spotify.com/track/4WjH9Bzt3kx7z8kl0awxh4",lt,2015-09-02
5,,"6,""Good For You"",""Selena Gomez"",2010,https://open.spotify.com/track/6kBp8w67thoYqTUOQVSGFg",lt,2015-09-02
6,,"7,""Drag Me Down"",""One Direction"",1995,https://open.spotify.com/track/70OTIpw8x8UXUsuCHW9i1i",lt,2015-09-02
7,,"8,""Cool for the Summer"",""Demi Lovato"",1812,https://open.spotify.com/track/1KK0j3djUgx5tuOMwesdAT",lt,2015-09-02
8,,"9,""Ain't Nobody (Loves Me Better)"",""Felix Jaehn"",1711,https://open.spotify.com/track/5afHIkEcVhCF1Z1CTqMUXB",lt,2015-09-02
9,,"10,""Locked Away"",""R. City"",1646,https://open.spotify.com/track/0sQLhT32E9ZG2zn5iYR6nN",lt,2015-09-02
10,,"11,""The Hills"",""The Weeknd"",1637,https://open.spotify.com/track/25khomWgBVamSdKw7hzm3l",lt,2015-09-02
11,,"12,""Cheerleader - Felix Jaehn Remix Radio Edit"",OMI,1550,https://open.spotify.com/track/4fTHdMTq0Znl3djLI1Typn",lt,2015-09-02
12,,"13,""Reality - Radio Edit"",""Lost Frequencies"",1525,https://open.spotify.com/track/5kZRoc6Gz7u5eu4a0YM2LS",lt,2015-09-02
13,,"14,""Where Are Ü Now (with Justin Bieber)"",""Jack Ü"",1488,https://open.spotify.com/track/66hayvUbTotekKU3H4ta1f",lt,2015-09-02
14,,"15,""Omen - Radio Edit"",Disclosure,1473,https://open.spotify.com/track/3jEPu6FD1icy9cLllhB2XK",lt,2015-09-02
15,,"16,""For A Better Day"",Avicii,1385,https://open.spotify.com/track/2u5B53qh8UGDnPcdJATcDl",lt,2015-09-02
16,,"17,""Waiting For Love"",Avicii,1334,https://open.spotify.com/track/5eCgNATwXgRc4mZx9NymGJ",lt,2015-09-02
17,,"18,""I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)"",""Flo Rida"",1312,https://open.spotify.com/track/2S5LNtRVRPbXk01yRQ14sZ",lt,2015-09-02
18,,"19,""Stole the Show"",Kygo,1234,https://open.spotify.com/track/4iZPNYqzI2L0uwuUKun7Aa",lt,2015-09-02
19,,"20,Photograph,""Ed Sheeran"",1225,https://open.spotify.com/track/1HNkqx9Ahdgi1Ixy2xkKkL",lt,2015-09-02
20,,"21,""Marvin Gaye (feat. Meghan Trainor)"",""Charlie Puth"",1205,https://open.spotify.com/track/6ukMqDxnOPOgoHdak7Kyp3",lt,2015-09-02
21,,"22,""Ghost Town"",""Adam Lambert"",1189,https://open.spotify.com/track/44aN5xKL3kGHvQ5bXVk6B8",lt,2015-09-02
22,,"23,""Coming Over (feat. James Hersey)"",""Dillon Francis"",1169,https://open.spotify.com/track/6m3ZWIXhjoV76syT1j2oE9",lt,2015-09-02
23,,"24,""Shut Up and Dance"",""WALK THE MOON"",1141,https://open.spotify.com/track/4kbj5MwxO1bq9wjT5g9HaA",lt,2015-09-02
24,,"25,""Black Magic"",""Little Mix"",1077,https://open.spotify.com/track/33NHr7lu7tCMjK05jUj1v0",lt,2015-09-02
25,,"26,""Are You with Me - Radio Edit"",""Lost Frequencies"",1064,https://open.spotify.com/track/477daPpd3DnneaHhvjM35l",lt,2015-09-02
26,,"27,""That's How You Know (feat. Kid Ink & Bebe Rexha)"",""Nico & Vinz"",1048,https://open.spotify.com/track/3icbmPGKTsKAa0IinkizCM",lt,2015-09-02
27,,"28,""Nothing Left"",Kygo,1038,https://open.spotify.com/track/0j0DNujXWeupLpZobbABoo",lt,2015-09-02
28,,"29,""Want to Want Me"",""Jason Derulo"",1011,https://open.spotify.com/track/7oGZAicScQt96OAW4AruYy",lt,2015-09-02
0,,"1,""What Do You Mean?"",""Justin Bieber"",3587,https://open.spotify.com/track/1ds2QsfhAAfRiaFMGDzrdb",lt,2015-09-03
1,,"2,""How Deep Is Your Love"",""Calvin Harris"",3104,https://open.spotify.com/track/22mek4IiqubGD9ctzxc69s",lt,2015-09-03
2,,"3,""Can't Feel My Face"",""The Weeknd"",2760,https://open.spotify.com/track/6RsWqX8zABZLhZydXxEFOm",lt,2015-09-03
3,,"4,""Sugar (feat. Francesco Yates)"",""Robin Schulz"",2580,https://open.spotify.com/track/3NFuE3uDOr6QUw9UZ9HzKo",lt,2015-09-03
4,,"5,""Lean On (feat. MØ & DJ Snake)"",""Major Lazer"",2222,https://open.spotify.com/track/4WjH9Bzt3kx7z8kl0awxh4",lt,2015-09-03
5,,"6,""Drag Me Down"",""One Direction"",1933,https://open.spotify.com/track/70OTIpw8x8UXUsuCHW9i1i",lt,2015-09-03
6,,"7,""Good For You"",""Selena Gomez"",1880,https://open.spotify.com/track/6kBp8w67thoYqTUOQVSGFg",lt,2015-09-03
7,,"8,""Ain't Nobody (Loves Me Better)"",""Felix Jaehn"",1749,https://open.spotify.com/track/5afHIkEcVhCF1Z1CTqMUXB",lt,2015-09-03
8,,"9,""Cool for the Summer"",""Demi Lovato"",1614,https://open.spotify.com/track/1KK0j3djUgx5tuOMwesdAT",lt,2015-09-03
9,,"10,""Reality - Radio Edit"",""Lost Frequencies"",1606,https://open.spotify.com/track/5kZRoc6Gz7u5eu4a0YM2LS",lt,2015-09-03
10,,"11,""The Hills"",""The Weeknd"",1601,https://open.spotify.com/track/25khomWgBVamSdKw7hzm3l",lt,2015-09-03
11,,"12,""Locked Away"",""R. City"",1574,https://open.spotify.com/track/0sQLhT32E9ZG2zn5iYR6nN",lt,2015-09-03
12,,"13,""Omen - Radio Edit"",Disclosure,1515,https://open.spotify.com/track/3jEPu6FD1icy9cLllhB2XK",lt,2015-09-03
13,,"14,""For A Better Day"",Avicii,1494,https://open.spotify.com/track/2u5B53qh8UGDnPcdJATcDl",lt,2015-09-03
14,,"15,""Cheerleader - Felix Jaehn Remix Radio Edit"",OMI,1441,https://open.spotify.com/track/4fTHdMTq0Znl3djLI1Typn",lt,2015-09-03
15,,"16,""Where Are Ü Now (with Justin Bieber)"",""Jack Ü"",1372,https://open.spotify.com/track/66hayvUbTotekKU3H4ta1f",lt,2015-09-03
16,,"17,""Waiting For Love"",Avicii,1299,https://open.spotify.com/track/5eCgNATwXgRc4mZx9NymGJ",lt,2015-09-03
17,,"18,""I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)"",""Flo Rida"",1296,https://open.spotify.com/track/2S5LNtRVRPbXk01yRQ14sZ",lt,2015-09-03
18,,"19,""Stole the Show"",Kygo,1160,https://open.spotify.com/track/4iZPNYqzI2L0uwuUKun7Aa",lt,2015-09-03
19,,"20,""Marvin Gaye (feat. Meghan Trainor)"",""Charlie Puth"",1143,https://open.spotify.com/track/6ukMqDxnOPOgoHdak7Kyp3",lt,2015-09-03
20,,"21,""Are You with Me - Radio Edit"",""Lost Frequencies"",1121,https://open.spotify.com/track/477daPpd3DnneaHhvjM35l",lt,2015-09-03
21,,"22,Photograph,""Ed Sheeran"",1114,https://open.spotify.com/track/1HNkqx9Ahdgi1Ixy2xkKkL",lt,2015-09-03
22,,"23,""Shut Up and Dance"",""WALK THE MOON"",1087,https://open.spotify.com/track/4kbj5MwxO1bq9wjT5g9HaA",lt,2015-09-03
23,,"24,""Ghost Town"",""Adam Lambert"",1047,https://open.spotify.com/track/44aN5xKL3kGHvQ5bXVk6B8",lt,2015-09-03
24,,"25,""Coming Over (feat. James Hersey)"",""Dillon Francis"",1031,https://open.spotify.com/track/6m3ZWIXhjoV76syT1j2oE9",lt,2015-09-03
25,,"26,""Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)"",""Macklemore & Ryan Lewis"",1021,https://open.spotify.com/track/0lLDaAdXcjOQ7Mf2NXzXay",lt,2015-09-03
26,,"27,""Black Magic"",""Little Mix"",1014,https://open.spotify.com/track/33NHr7lu7tCMjK05jUj1v0",lt,2015-09-03
0,,"1,""What Do You Mean?"",""Justin Bieber"",4316,https://open.spotify.com/track/1ds2QsfhAAfRiaFMGDzrdb",lt,2015-09-04
1,,"2,""How Deep Is Your Love"",""Calvin Harris"",3492,https://open.spotify.com/track/22mek4IiqubGD9ctzxc69s",lt,2015-09-04
2,,"3,""Can't Feel My Face"",""The Weeknd"",3097,https://open.spotify.com/track/6RsWqX8zABZLhZydXxEFOm",lt,2015-09-04
3,,"4,""Sugar (feat. Francesco Yates)"",""Robin Schulz"",2629,https://open.spotify.com/track/3NFuE3uDOr6QUw9UZ9HzKo",lt,2015-09-04
4,,"5,""Lean On (feat. MØ & DJ Snake)"",""Major Lazer"",2481,https://open.spotify.com/track/4WjH9Bzt3kx7z8kl0awxh4",lt,2015-09-04
5,,"6,""Good For You"",""Selena Gomez"",2122,https://open.spotify.com/track/6kBp8w67thoYqTUOQVSGFg",lt,2015-09-04
6,,"7,""Drag Me Down"",""One Direction"",2037,https://open.spotify.com/track/70OTIpw8x8UXUsuCHW9i1i",lt,2015-09-04
7,,"8,""Omen - Radio Edit"",Disclosure,1938,https://open.spotify.com/track/3jEPu6FD1icy9cLllhB2XK",lt,2015-09-04
8,,"9,""Cool for the Summer"",""Demi Lovato"",1923,https://open.spotify.com/track/1KK0j3djUgx5tuOMwesdAT",lt,2015-09-04
9,,"10,""The Hills"",""The Weeknd"",1909,https://open.spotify.com/track/25khomWgBVamSdKw7hzm3l",lt,2015-09-04
10,,"11,""Ain't Nobody (Loves Me Better)"",""Felix Jaehn"",1860,https://open.spotify.com/track/5afHIkEcVhCF1Z1CTqMUXB",lt,2015-09-04
11,,"12,""Locked Away"",""R. City"",1706,https://open.spotify.com/track/0sQLhT32E9ZG2zn5iYR6nN",lt,2015-09-04
12,,"13,""For A Better Day"",Avicii,1682,https://open.spotify.com/track/2u5B53qh8UGDnPcdJATcDl",lt,2015-09-04
13,,"14,""Where Are Ü Now (with Justin Bieber)"",""Jack Ü"",1595,https://open.spotify.com/track/66hayvUbTotekKU3H4ta1f",lt,2015-09-04
14,,"15,""Cheerleader - Felix Jaehn Remix Radio Edit"",OMI,1578,https://open.spotify.com/track/4fTHdMTq0Znl3djLI1Typn",lt,2015-09-04
15,,"16,""Reality - Radio Edit"",""Lost Frequencies"",1571,https://open.spotify.com/track/5kZRoc6Gz7u5eu4a0YM2LS",lt,2015-09-04
16,,"17,""Waiting For Love"",Avicii,1401,https://open.spotify.com/track/5eCgNATwXgRc4mZx9NymGJ",lt,2015-09-04
17,,"18,""I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)"",""Flo Rida"",1304,https://open.spotify.com/track/2S5LNtRVRPbXk01yRQ14sZ",lt,2015-09-04
18,,"19,WILD,""Troye Sivan"",1289,https://open.spotify.com/track/134GvRqALyujCureZ5VfSt",lt,2015-09-04
19,,"20,""Stole the Show"",Kygo,1279,https://open.spotify.com/track/4iZPNYqzI2L0uwuUKun7Aa",lt,2015-09-04
20,,"21,""Marvin Gaye (feat. Meghan Trainor)"",""Charlie Puth"",1254,https://open.spotify.com/track/6ukMqDxnOPOgoHdak7Kyp3",lt,2015-09-04
21,,"22,""Are You with Me - Radio Edit"",""Lost Frequencies"",1246,https://open.spotify.com/track/477daPpd3DnneaHhvjM35l",lt,2015-09-04
22,,"23,""Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)"",""Macklemore & Ryan Lewis"",1218,https://open.spotify.com/track/0lLDaAdXcjOQ7Mf2NXzXay",lt,2015-09-04
23,,"24,""Ghost Town"",""Adam Lambert"",1213,https://open.spotify.com/track/44aN5xKL3kGHvQ5bXVk6B8",lt,2015-09-04
24,,"25,Photograph,""Ed Sheeran"",1204,https://open.spotify.com/track/1HNkqx9Ahdgi1Ixy2xkKkL",lt,2015-09-04
25,,"26,""Coming Over (feat. James Hersey)"",""Dillon Francis"",1168,https://open.spotify.com/track/6m3ZWIXhjoV76syT1j2oE9",lt,2015-09-04
26,,"27,""Shut Up and Dance"",""WALK THE MOON"",1106,https://open.spotify.com/track/4kbj5MwxO1bq9wjT5g9HaA",lt,2015-09-04
27,,"28,""Want to Want Me"",""Jason Derulo"",1100,https://open.spotify.com/track/7oGZAicScQt96OAW4AruYy",lt,2015-09-04
28,,"29,""679 (feat. Remy Boyz)"",""Fetty Wap"",1082,https://open.spotify.com/track/5NQbUaeTEOGdD6hHcre0dZ",lt,2015-09-04
29,,"30,""Hotline Bling"",Drake,1064,https://open.spotify.com/track/6nmz4imkDcmtwMjocAzFSx",lt,2015-09-04
30,,"31,""That's How You Know (feat. Kid Ink & Bebe Rexha)"",""Nico & Vinz"",1053,https://open.spotify.com/track/3icbmPGKTsKAa0IinkizCM",lt,2015-09-04
31,,"32,""Here for You"",Kygo,1032,https://open.spotify.com/track/7vqUr6K2Js9Paq4kdNSOm6",lt,2015-09-04
32,,"33,""Black Magic"",""Little Mix"",1029,https://open.spotify.com/track/33NHr7lu7tCMjK05jUj1v0",lt,2015-09-04
0,,"1,""What Do You Mean?"",""Justin Bieber"",4868,https://open.spotify.com/track/1ds2QsfhAAfRiaFMGDzrdb",lt,2015-09-05
1,,"2,""How Deep Is Your Love"",""Calvin Harris"",3557,https://open.spotify.com/track/22mek4IiqubGD9ctzxc69s",lt,2015-09-05
2,,"3,""Can't Feel My Face"",""The Weeknd"",3128,https://open.spotify.com/track/6RsWqX8zABZLhZydXxEFOm",lt,2015-09-05
3,,"4,""Sugar (feat. Francesco Yates)"",""Robin Schulz"",2936,https://open.spotify.com/track/3NFuE3uDOr6QUw9UZ9HzKo",lt,2015-09-05
4,,"5,""Lean On (feat. MØ & DJ Snake)"",""Major Lazer"",2550,https://open.spotify.com/track/4WjH9Bzt3kx7z8kl0awxh4",lt,2015-09-05
5,,"6,""Good For You"",""Selena Gomez"",2306,https://open.spotify.com/track/6kBp8w67thoYqTUOQVSGFg",lt,2015-09-05
6,,"7,""Drag Me Down"",""One Direction"",2173,https://open.spotify.com/track/70OTIpw8x8UXUsuCHW9i1i",lt,2015-09-05
7,,"8,""The Hills"",""The Weeknd"",2101,https://open.spotify.com/track/25khomWgBVamSdKw7hzm3l",lt,2015-09-05
8,,"9,""Omen - Radio Edit"",Disclosure,2025,https://open.spotify.com/track/3jEPu6FD1icy9cLllhB2XK",lt,2015-09-05
9,,"10,""Cool for the Summer"",""Demi Lovato"",1985,https://open.spotify.com/track/1KK0j3djUgx5tuOMwesdAT",lt,2015-09-05
10,,"11,""For A Better Day"",Avicii,1954,https://open.spotify.com/track/2u5B53qh8UGDnPcdJATcDl",lt,2015-09-05
11,,"12,""Locked Away"",""R. City"",1832,https://open.spotify.com/track/0sQLhT32E9ZG2zn5iYR6nN",lt,2015-09-05
12,,"13,""Ain't Nobody (Loves Me Better)"",""Felix Jaehn"",1656,https://open.spotify.com/track/5afHIkEcVhCF1Z1CTqMUXB",lt,2015-09-05
13,,"14,""Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)"",""Macklemore & Ryan Lewis"",1648,https://open.spotify.com/track/0lLDaAdXcjOQ7Mf2NXzXay",lt,2015-09-05
14,,"15,""Where Are Ü Now (with Justin Bieber)"",""Jack Ü"",1642,https://open.spotify.com/track/66hayvUbTotekKU3H4ta1f",lt,2015-09-05
15,,"16,""Reality - Radio Edit"",""Lost Frequencies"",1428,https://open.spotify.com/track/5kZRoc6Gz7u5eu4a0YM2LS",lt,2015-09-05
16,,"17,""Waiting For Love"",Avicii,1416,https://open.spotify.com/track/5eCgNATwXgRc4mZx9NymGJ",lt,2015-09-05
17,,"18,""I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)"",""Flo Rida"",1411,https://open.spotify.com/track/2S5LNtRVRPbXk01yRQ14sZ",lt,2015-09-05
18,,"19,""Ghost Town"",""Adam Lambert"",1389,https://open.spotify.com/track/44aN5xKL3kGHvQ5bXVk6B8",lt,2015-09-05
19,,"20,Photograph,""Ed Sheeran"",1380,https://open.spotify.com/track/1HNkqx9Ahdgi1Ixy2xkKkL",lt,2015-09-05
20,,"21,""Marvin Gaye (feat. Meghan Trainor)"",""Charlie Puth"",1363,https://open.spotify.com/track/6ukMqDxnOPOgoHdak7Kyp3",lt,2015-09-05
21,,"22,""Black Magic"",""Little Mix"",1323,https://open.spotify.com/track/33NHr7lu7tCMjK05jUj1v0",lt,2015-09-05
22,,"23,""Coming Over (feat. James Hersey)"",""Dillon Francis"",1214,https://open.spotify.com/track/6m3ZWIXhjoV76syT1j2oE9",lt,2015-09-05
23,,"24,""Love Myself"",""Hailee Steinfeld"",1206,https://open.spotify.com/track/0xCmwofyCiXdhoBsMSNj2w",lt,2015-09-05
24,,"25,""Are You with Me - Radio Edit"",""Lost Frequencies"",1178,https://open.spotify.com/track/477daPpd3DnneaHhvjM35l",lt,2015-09-05
25,,"26,""Cheerleader - Felix Jaehn Remix Radio Edit"",OMI,1164,https://open.spotify.com/track/4fTHdMTq0Znl3djLI1Typn",lt,2015-09-05
26,,"27,""That's How You Know (feat. Kid Ink & Bebe Rexha)"",""Nico & Vinz"",1164,https://open.spotify.com/track/3icbmPGKTsKAa0IinkizCM",lt,2015-09-05
27,,"28,""Hotline Bling"",Drake,1139,https://open.spotify.com/track/6nmz4imkDcmtwMjocAzFSx",lt,2015-09-05
28,,"29,""Stole the Show"",Kygo,1111,https://open.spotify.com/track/4iZPNYqzI2L0uwuUKun7Aa",lt,2015-09-05
29,,"30,""679 (feat. Remy Boyz)"",""Fetty Wap"",1050,https://open.spotify.com/track/5NQbUaeTEOGdD6hHcre0dZ",lt,2015-09-05
0,,"1,""What Do You Mean?"",""Justin Bieber"",4221,https://open.spotify.com/track/1ds2QsfhAAfRiaFMGDzrdb",lt,2015-09-06
1,,"2,""How Deep Is Your Love"",""Calvin Harris"",3156,https://open.spotify.com/track/22mek4IiqubGD9ctzxc69s",lt,2015-09-06
2,,"3,""Can't Feel My Face"",""The Weeknd"",2889,https://open.spotify.com/track/6RsWqX8zABZLhZydXxEFOm",lt,2015-09-06
3,,"4,""Sugar (feat. Francesco Yates)"",""Robin Schulz"",2550,https://open.spotify.com/track/3NFuE3uDOr6QUw9UZ9HzKo",lt,2015-09-06
4,,"5,""Good For You"",""Selena Gomez"",2225,https://open.spotify.com/track/6kBp8w67thoYqTUOQVSGFg",lt,2015-09-06
5,,"6,""Drag Me Down"",""One Direction"",2132,https://open.spotify.com/track/70OTIpw8x8UXUsuCHW9i1i",lt,2015-09-06
6,,"7,""Lean On (feat. MØ & DJ Snake)"",""Major Lazer"",2116,https://open.spotify.com/track/4WjH9Bzt3kx7z8kl0awxh4",lt,2015-09-06
7,,"8,""Cool for the Summer"",""Demi Lovato"",1847,https://open.spotify.com/track/1KK0j3djUgx5tuOMwesdAT",lt,2015-09-06
8,,"9,""The Hills"",""The Weeknd"",1773,https://open.spotify.com/track/25khomWgBVamSdKw7hzm3l",lt,2015-09-06
9,,"10,""Omen - Radio Edit"",Disclosure,1765,https://open.spotify.com/track/3jEPu6FD1icy9cLllhB2XK",lt,2015-09-06
10,,"11,""Locked Away"",""R. City"",1679,https://open.spotify.com/track/0sQLhT32E9ZG2zn5iYR6nN",lt,2015-09-06
11,,"12,""Where Are Ü Now (with Justin Bieber)"",""Jack Ü"",1614,https://open.spotify.com/track/66hayvUbTotekKU3H4ta1f",lt,2015-09-06
12,,"13,""Ain't Nobody (Loves Me Better)"",""Felix Jaehn"",1610,https://open.spotify.com/track/5afHIkEcVhCF1Z1CTqMUXB",lt,2015-09-06
13,,"14,""For A Better Day"",Avicii,1550,https://open.spotify.com/track/2u5B53qh8UGDnPcdJATcDl",lt,2015-09-06
14,,"15,Photograph,""Ed Sheeran"",1373,https://open.spotify.com/track/1HNkqx9Ahdgi1Ixy2xkKkL",lt,2015-09-06
15,,"16,""Ghost Town"",""Adam Lambert"",1323,https://open.spotify.com/track/44aN5xKL3kGHvQ5bXVk6B8",lt,2015-09-06
16,,"17,""I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)"",""Flo Rida"",1318,https://open.spotify.com/track/2S5LNtRVRPbXk01yRQ14sZ",lt,2015-09-06
17,,"18,""Reality - Radio Edit"",""Lost Frequencies"",1295,https://open.spotify.com/track/5kZRoc6Gz7u5eu4a0YM2LS",lt,2015-09-06
18,,"19,""Waiting For Love"",Avicii,1288,https://open.spotify.com/track/5eCgNATwXgRc4mZx9NymGJ",lt,2015-09-06
19,,"20,""Marvin Gaye (feat. Meghan Trainor)"",""Charlie Puth"",1232,https://open.spotify.com/track/6ukMqDxnOPOgoHdak7Kyp3",lt,2015-09-06
20,,"21,""Black Magic"",""Little Mix"",1190,https://open.spotify.com/track/33NHr7lu7tCMjK05jUj1v0",lt,2015-09-06
21,,"22,""Cheerleader - Felix Jaehn Remix Radio Edit"",OMI,1178,https://open.spotify.com/track/4fTHdMTq0Znl3djLI1Typn",lt,2015-09-06
22,,"23,""Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)"",""Macklemore & Ryan Lewis"",1148,https://open.spotify.com/track/0lLDaAdXcjOQ7Mf2NXzXay",lt,2015-09-06
23,,"24,""Stole the Show"",Kygo,1084,https://open.spotify.com/track/4iZPNYqzI2L0uwuUKun7Aa",lt,2015-09-06
24,,"25,""Love Myself"",""Hailee Steinfeld"",1082,https://open.spotify.com/track/0xCmwofyCiXdhoBsMSNj2w",lt,2015-09-06
25,,"26,""Are You with Me - Radio Edit"",""Lost Frequencies"",1077,https://open.spotify.com/track/477daPpd3DnneaHhvjM35l",lt,2015-09-06
0,,"1,""What Do You Mean?"",""Justin Bieber"",4192,https://open.spotify.com/track/1ds2QsfhAAfRiaFMGDzrdb",lt,2015-09-07
1,,"2,""How Deep Is Your Love"",""Calvin Harris"",2994,https://open.spotify.com/track/22mek4IiqubGD9ctzxc69s",lt,2015-09-07
2,,"3,""Can't Feel My Face"",""The Weeknd"",2624,https://open.spotify.com/track/6RsWqX8zABZLhZydXxEFOm",lt,2015-09-07
3,,"4,""Sugar (feat. Francesco Yates)"",""Robin Schulz"",2565,https://open.spotify.com/track/3NFuE3uDOr6QUw9UZ9HzKo",lt,2015-09-07
4,,"5,""Lean On (feat. MØ & DJ Snake)"",""Major Lazer"",2110,https://open.spotify.com/track/4WjH9Bzt3kx7z8kl0awxh4",lt,2015-09-07
5,,"6,""Good For You"",""Selena Gomez"",2008,https://open.spotify.com/track/6kBp8w67thoYqTUOQVSGFg",lt,2015-09-07
6,,"7,""Drag Me Down"",""One Direction"",1863,https://open.spotify.com/track/70OTIpw8x8UXUsuCHW9i1i",lt,2015-09-07
7,,"8,""Omen - Radio Edit"",Disclosure,1796,https://open.spotify.com/track/3jEPu6FD1icy9cLllhB2XK",lt,2015-09-07
