Position,"Track Name",Artist,Streams,URL
1,Sorry,"Justin Bieber",1390,https://open.spotify.com/track/69bp2EbF7Q2rqc5N3ylezZ
2,Hello,Adele,1309,https://open.spotify.com/track/0ENSn4fwAbCGeFGVUbXEU3
3,"Love Yourself","Justin Bieber",1306,https://open.spotify.com/track/3hB5DgAiMAQ4DzYbsMq1IT
4,"What Do You Mean?","Justin Bieber",1154,https://open.spotify.com/track/3pzjHKrQSvXGHQ98dx18HI
5,"Sugar (feat. Francesco Yates)","Robin Schulz",1146,https://open.spotify.com/track/5tf1VVWniHgryyumXyJM7w
6,"Lean On (feat. MØ & DJ Snake)","Major Lazer",1116,https://open.spotify.com/track/4WjH9Bzt3kx7z8kl0awxh4
7,"Hotline Bling",Drake,1050,https://open.spotify.com/track/6nmz4imkDcmtwMjocAzFSx
8,Stitches,"Shawn Mendes",1039,https://open.spotify.com/track/1WP1r7fuvRqZRnUaTi2I1Q
