Position,"Track Name",Artist,Streams,URL
1,"One Dance",Drake,1865,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3
2,"Cheap Thrills",Sia,1356,https://open.spotify.com/track/27SdWb2rFzO6GWiYDBTD9j
3,"This Is What You Came For","Calvin Harris",1282,https://open.spotify.com/track/0azC730Exh71aQlOt9Zj3y
4,Panda,Desiigner,1200,https://open.spotify.com/track/275a9yzwGB6ncAW4SxY7q3
5,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")","Justin Timberlake",1169,https://open.spotify.com/track/6JV2JOEocMgcZxYSZelKcc
6,"This One's For You (feat. Zara Larsson) - Official Song UEFA EURO 2016","David Guetta",1151,https://open.spotify.com/track/46NBoIAHrmR7qcUGCIFEjR
7,"Don't Let Me Down","The Chainsmokers",1123,https://open.spotify.com/track/1i1fxkWeaMmKEB4T7zqbzK
8,"I Took A Pill In Ibiza - Seeb Remix","Mike Posner",1112,https://open.spotify.com/track/1MtUq6Wp1eQ8PC6BbPCj8P
9,"No Money",Galantis,1064,https://open.spotify.com/track/0gb1J5UrTpzaU1s3nupgCd
10,Sex,"Cheat Codes",1027,https://open.spotify.com/track/5ZEM9j0jrFr5RdHEbl2MYV
