,external_urls,href,id,name,type,uri
spotify,https://open.spotify.com/artist/1uNFoZAHBGtllmzznpCI3s,https://api.spotify.com/v1/artists/1uNFoZAHBGtllmzznpCI3s,1uNFoZAHBGtllmzznpCI3s,Justin Bieber,artist,spotify:track:1ds2QsfhAAfRiaFMGDzrdb
