,code,date,url
233,mx,2016-04-21,https://spotifycharts.com/regional/mx/daily/2016-04-21/download
234,mx,2016-04-22,https://spotifycharts.com/regional/mx/daily/2016-04-22/download
235,mx,2016-04-23,https://spotifycharts.com/regional/mx/daily/2016-04-23/download
236,mx,2016-04-24,https://spotifycharts.com/regional/mx/daily/2016-04-24/download
237,mx,2016-04-25,https://spotifycharts.com/regional/mx/daily/2016-04-25/download
238,mx,2016-04-26,https://spotifycharts.com/regional/mx/daily/2016-04-26/download
239,mx,2016-04-27,https://spotifycharts.com/regional/mx/daily/2016-04-27/download
240,mx,2016-04-28,https://spotifycharts.com/regional/mx/daily/2016-04-28/download
241,mx,2016-04-29,https://spotifycharts.com/regional/mx/daily/2016-04-29/download
242,mx,2016-04-30,https://spotifycharts.com/regional/mx/daily/2016-04-30/download
243,mx,2016-05-01,https://spotifycharts.com/regional/mx/daily/2016-05-01/download
244,mx,2016-05-02,https://spotifycharts.com/regional/mx/daily/2016-05-02/download
245,mx,2016-05-03,https://spotifycharts.com/regional/mx/daily/2016-05-03/download
246,mx,2016-05-04,https://spotifycharts.com/regional/mx/daily/2016-05-04/download
247,mx,2016-05-05,https://spotifycharts.com/regional/mx/daily/2016-05-05/download
248,mx,2016-05-06,https://spotifycharts.com/regional/mx/daily/2016-05-06/download
249,mx,2016-05-07,https://spotifycharts.com/regional/mx/daily/2016-05-07/download
250,mx,2016-05-08,https://spotifycharts.com/regional/mx/daily/2016-05-08/download
251,mx,2016-05-09,https://spotifycharts.com/regional/mx/daily/2016-05-09/download
252,mx,2016-05-10,https://spotifycharts.com/regional/mx/daily/2016-05-10/download
253,mx,2016-05-11,https://spotifycharts.com/regional/mx/daily/2016-05-11/download
254,mx,2016-05-12,https://spotifycharts.com/regional/mx/daily/2016-05-12/download
255,mx,2016-05-13,https://spotifycharts.com/regional/mx/daily/2016-05-13/download
256,mx,2016-05-14,https://spotifycharts.com/regional/mx/daily/2016-05-14/download
257,mx,2016-05-15,https://spotifycharts.com/regional/mx/daily/2016-05-15/download
258,mx,2016-05-16,https://spotifycharts.com/regional/mx/daily/2016-05-16/download
259,mx,2016-05-17,https://spotifycharts.com/regional/mx/daily/2016-05-17/download
260,mx,2016-05-18,https://spotifycharts.com/regional/mx/daily/2016-05-18/download
261,mx,2016-05-19,https://spotifycharts.com/regional/mx/daily/2016-05-19/download
262,mx,2016-05-20,https://spotifycharts.com/regional/mx/daily/2016-05-20/download
263,mx,2016-05-21,https://spotifycharts.com/regional/mx/daily/2016-05-21/download
264,mx,2016-05-22,https://spotifycharts.com/regional/mx/daily/2016-05-22/download
265,mx,2016-05-23,https://spotifycharts.com/regional/mx/daily/2016-05-23/download
266,mx,2016-05-24,https://spotifycharts.com/regional/mx/daily/2016-05-24/download
267,mx,2016-05-25,https://spotifycharts.com/regional/mx/daily/2016-05-25/download
268,mx,2016-05-26,https://spotifycharts.com/regional/mx/daily/2016-05-26/download
269,mx,2016-05-27,https://spotifycharts.com/regional/mx/daily/2016-05-27/download
270,mx,2016-05-28,https://spotifycharts.com/regional/mx/daily/2016-05-28/download
271,mx,2016-05-29,https://spotifycharts.com/regional/mx/daily/2016-05-29/download
272,mx,2016-05-30,https://spotifycharts.com/regional/mx/daily/2016-05-30/download
273,mx,2016-05-31,https://spotifycharts.com/regional/mx/daily/2016-05-31/download
274,mx,2016-06-01,https://spotifycharts.com/regional/mx/daily/2016-06-01/download
275,mx,2016-06-02,https://spotifycharts.com/regional/mx/daily/2016-06-02/download
276,mx,2016-06-03,https://spotifycharts.com/regional/mx/daily/2016-06-03/download
277,mx,2016-06-04,https://spotifycharts.com/regional/mx/daily/2016-06-04/download
278,mx,2016-06-05,https://spotifycharts.com/regional/mx/daily/2016-06-05/download
279,mx,2016-06-06,https://spotifycharts.com/regional/mx/daily/2016-06-06/download
280,mx,2016-06-07,https://spotifycharts.com/regional/mx/daily/2016-06-07/download
281,mx,2016-06-08,https://spotifycharts.com/regional/mx/daily/2016-06-08/download
282,mx,2016-06-09,https://spotifycharts.com/regional/mx/daily/2016-06-09/download
283,mx,2016-06-10,https://spotifycharts.com/regional/mx/daily/2016-06-10/download
284,mx,2016-06-11,https://spotifycharts.com/regional/mx/daily/2016-06-11/download
285,mx,2016-06-12,https://spotifycharts.com/regional/mx/daily/2016-06-12/download
286,mx,2016-06-13,https://spotifycharts.com/regional/mx/daily/2016-06-13/download
287,mx,2016-06-14,https://spotifycharts.com/regional/mx/daily/2016-06-14/download
288,mx,2016-06-15,https://spotifycharts.com/regional/mx/daily/2016-06-15/download
289,mx,2016-06-16,https://spotifycharts.com/regional/mx/daily/2016-06-16/download
290,mx,2016-06-17,https://spotifycharts.com/regional/mx/daily/2016-06-17/download
291,mx,2016-06-18,https://spotifycharts.com/regional/mx/daily/2016-06-18/download
292,mx,2016-06-19,https://spotifycharts.com/regional/mx/daily/2016-06-19/download
293,mx,2016-06-20,https://spotifycharts.com/regional/mx/daily/2016-06-20/download
294,mx,2016-06-21,https://spotifycharts.com/regional/mx/daily/2016-06-21/download
295,mx,2016-06-22,https://spotifycharts.com/regional/mx/daily/2016-06-22/download
296,mx,2016-06-23,https://spotifycharts.com/regional/mx/daily/2016-06-23/download
297,mx,2016-06-24,https://spotifycharts.com/regional/mx/daily/2016-06-24/download
298,mx,2016-06-25,https://spotifycharts.com/regional/mx/daily/2016-06-25/download
299,mx,2016-06-26,https://spotifycharts.com/regional/mx/daily/2016-06-26/download
300,mx,2016-06-27,https://spotifycharts.com/regional/mx/daily/2016-06-27/download
301,mx,2016-06-28,https://spotifycharts.com/regional/mx/daily/2016-06-28/download
302,mx,2016-06-29,https://spotifycharts.com/regional/mx/daily/2016-06-29/download
303,mx,2016-06-30,https://spotifycharts.com/regional/mx/daily/2016-06-30/download
304,mx,2016-07-01,https://spotifycharts.com/regional/mx/daily/2016-07-01/download
305,mx,2016-07-02,https://spotifycharts.com/regional/mx/daily/2016-07-02/download
306,mx,2016-07-03,https://spotifycharts.com/regional/mx/daily/2016-07-03/download
307,mx,2016-07-04,https://spotifycharts.com/regional/mx/daily/2016-07-04/download
308,mx,2016-07-05,https://spotifycharts.com/regional/mx/daily/2016-07-05/download
309,mx,2016-07-06,https://spotifycharts.com/regional/mx/daily/2016-07-06/download
310,mx,2016-07-07,https://spotifycharts.com/regional/mx/daily/2016-07-07/download
311,mx,2016-07-08,https://spotifycharts.com/regional/mx/daily/2016-07-08/download
312,mx,2016-07-09,https://spotifycharts.com/regional/mx/daily/2016-07-09/download
313,mx,2016-07-10,https://spotifycharts.com/regional/mx/daily/2016-07-10/download
314,mx,2016-07-11,https://spotifycharts.com/regional/mx/daily/2016-07-11/download
315,mx,2016-07-12,https://spotifycharts.com/regional/mx/daily/2016-07-12/download
316,mx,2016-07-13,https://spotifycharts.com/regional/mx/daily/2016-07-13/download
317,mx,2016-07-14,https://spotifycharts.com/regional/mx/daily/2016-07-14/download
318,mx,2016-07-15,https://spotifycharts.com/regional/mx/daily/2016-07-15/download
319,mx,2016-07-16,https://spotifycharts.com/regional/mx/daily/2016-07-16/download
320,mx,2016-07-17,https://spotifycharts.com/regional/mx/daily/2016-07-17/download
321,mx,2016-07-18,https://spotifycharts.com/regional/mx/daily/2016-07-18/download
322,mx,2016-07-19,https://spotifycharts.com/regional/mx/daily/2016-07-19/download
323,mx,2016-07-20,https://spotifycharts.com/regional/mx/daily/2016-07-20/download
324,mx,2016-07-21,https://spotifycharts.com/regional/mx/daily/2016-07-21/download
325,mx,2016-07-22,https://spotifycharts.com/regional/mx/daily/2016-07-22/download
326,mx,2016-07-23,https://spotifycharts.com/regional/mx/daily/2016-07-23/download
327,mx,2016-07-24,https://spotifycharts.com/regional/mx/daily/2016-07-24/download
328,mx,2016-07-25,https://spotifycharts.com/regional/mx/daily/2016-07-25/download
329,mx,2016-07-26,https://spotifycharts.com/regional/mx/daily/2016-07-26/download
330,mx,2016-07-27,https://spotifycharts.com/regional/mx/daily/2016-07-27/download
331,mx,2016-07-28,https://spotifycharts.com/regional/mx/daily/2016-07-28/download
332,mx,2016-07-29,https://spotifycharts.com/regional/mx/daily/2016-07-29/download
333,mx,2016-07-30,https://spotifycharts.com/regional/mx/daily/2016-07-30/download
334,mx,2016-07-31,https://spotifycharts.com/regional/mx/daily/2016-07-31/download
335,mx,2016-08-01,https://spotifycharts.com/regional/mx/daily/2016-08-01/download
336,mx,2016-08-02,https://spotifycharts.com/regional/mx/daily/2016-08-02/download
337,mx,2016-08-03,https://spotifycharts.com/regional/mx/daily/2016-08-03/download
338,mx,2016-08-04,https://spotifycharts.com/regional/mx/daily/2016-08-04/download
339,mx,2016-08-05,https://spotifycharts.com/regional/mx/daily/2016-08-05/download
