,external_urls,href,id,name,type,uri
spotify,https://open.spotify.com/artist/7CajNmpbOovFoOoasH2HaY,https://api.spotify.com/v1/artists/7CajNmpbOovFoOoasH2HaY,7CajNmpbOovFoOoasH2HaY,Calvin Harris,artist,spotify:track:22mek4IiqubGD9ctzxc69s
